MemTotal:         114800 kB
MemFree:           16680 kB
MemAvailable:      66460 kB
Buffers:             892 kB
Cached:            51904 kB
SwapCached:            0 kB
Active:            59928 kB
Inactive:          25688 kB
Active(anon):      32988 kB
Inactive(anon):       32 kB
Active(file):      26940 kB
Inactive(file):    25656 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         32856 kB
Mapped:            21604 kB
Shmem:               196 kB
Slab:               7780 kB
SReclaimable:       2384 kB
SUnreclaim:         5396 kB
KernelStack:        1280 kB
PageTables:          388 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:       57400 kB
Committed_AS:     539400 kB
VmallocTotal:   34359738367 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
DirectMap4k:       16384 kB
DirectMap2M:      114688 kB
