81134:   ../bin/qemu-system-x86_64 -L ../bin/bios -smp 1 -m 6144 -accel kvm -cpu host -machine pc -display none -nographic -vga none -no-acpi -device isa-debug-exit,iobase=0xf4,iosize=0x4 -device virtio-blk-pci,drive=d0 -drive if=none,id=d0,format=raw,readonly=on,file=../img/bench-ssh-disk.img -bios qboot.bin -device virtio-net-pci,mac=02:FC:00:00:00:00,netdev=n0 -netdev tap,id=n0,script=no,ifname=bench-tap-0 -kernel ../img/bench-ssh-vmlinuz -append root=/dev/vda init=/init reboot=k tsc=reliable ipv6.disable=1 pan
Address           Kbytes     RSS   Dirty Mode  Mapping
0000000000400000   10768    6784       0 r-x-- qemu-system-x86_64
0000000000400000       0       0       0 r-x-- qemu-system-x86_64
0000000001084000    2848    1184     204 rw--- qemu-system-x86_64
0000000001084000       0       0       0 rw--- qemu-system-x86_64
000000000134c000     224      64      64 rw---   [ anon ]
000000000134c000       0       0       0 rw---   [ anon ]
0000000001f39000   19728    2392    2392 rw---   [ anon ]
0000000001f39000       0       0       0 rw---   [ anon ]
00007f686c000000     132       4       4 rw---   [ anon ]
00007f686c000000       0       0       0 rw---   [ anon ]
00007f686c021000   65404       0       0 -----   [ anon ]
00007f686c021000       0       0       0 -----   [ anon ]
00007f6874000000     132       4       4 rw---   [ anon ]
00007f6874000000       0       0       0 rw---   [ anon ]
00007f6874021000   65404       0       0 -----   [ anon ]
00007f6874021000       0       0       0 -----   [ anon ]
00007f68789d3000       4       0       0 -----   [ anon ]
00007f68789d3000       0       0       0 -----   [ anon ]
00007f68789d4000    1024       4       4 rw---   [ anon ]
00007f68789d4000       0       0       0 rw---   [ anon ]
00007f6878ad4000       4       0       0 -----   [ anon ]
00007f6878ad4000       0       0       0 -----   [ anon ]
00007f6878ad5000    8192       8       8 rw---   [ anon ]
00007f6878ad5000       0       0       0 rw---   [ anon ]
00007f68792d5000       4       0       0 -----   [ anon ]
00007f68792d5000       0       0       0 -----   [ anon ]
00007f68792d6000    1024       4       4 rw---   [ anon ]
00007f68792d6000       0       0       0 rw---   [ anon ]
00007f68793d6000       4       0       0 -----   [ anon ]
00007f68793d6000       0       0       0 -----   [ anon ]
00007f68793d7000    1024       4       4 rw---   [ anon ]
00007f68793d7000       0       0       0 rw---   [ anon ]
00007f68794d7000       4       0       0 -----   [ anon ]
00007f68794d7000       0       0       0 -----   [ anon ]
00007f68794d8000    1024       4       4 rw---   [ anon ]
00007f68794d8000       0       0       0 rw---   [ anon ]
00007f68795d8000       4       0       0 -----   [ anon ]
00007f68795d8000       0       0       0 -----   [ anon ]
00007f68795d9000    1024       4       4 rw---   [ anon ]
00007f68795d9000       0       0       0 rw---   [ anon ]
00007f68796d9000       4       0       0 -----   [ anon ]
00007f68796d9000       0       0       0 -----   [ anon ]
00007f68796da000    1024       4       4 rw---   [ anon ]
00007f68796da000       0       0       0 rw---   [ anon ]
00007f68797da000       4       0       0 -----   [ anon ]
00007f68797da000       0       0       0 -----   [ anon ]
00007f68797db000    1024       4       4 rw---   [ anon ]
00007f68797db000       0       0       0 rw---   [ anon ]
00007f68798db000       4       0       0 -----   [ anon ]
00007f68798db000       0       0       0 -----   [ anon ]
00007f68798dc000    1024       4       4 rw---   [ anon ]
00007f68798dc000       0       0       0 rw---   [ anon ]
00007f68799dc000       4       0       0 -----   [ anon ]
00007f68799dc000       0       0       0 -----   [ anon ]
00007f68799dd000    1024       4       4 rw---   [ anon ]
00007f68799dd000       0       0       0 rw---   [ anon ]
00007f6879add000       4       0       0 -----   [ anon ]
00007f6879add000       0       0       0 -----   [ anon ]
00007f6879ade000    1024       4       4 rw---   [ anon ]
00007f6879ade000       0       0       0 rw---   [ anon ]
00007f6879bde000       4       0       0 -----   [ anon ]
00007f6879bde000       0       0       0 -----   [ anon ]
00007f6879bdf000    1024       4       4 rw---   [ anon ]
00007f6879bdf000       0       0       0 rw---   [ anon ]
00007f6879cdf000       4       0       0 -----   [ anon ]
00007f6879cdf000       0       0       0 -----   [ anon ]
00007f6879ce0000    1024       4       4 rw---   [ anon ]
00007f6879ce0000       0       0       0 rw---   [ anon ]
00007f6879de0000       4       0       0 -----   [ anon ]
00007f6879de0000       0       0       0 -----   [ anon ]
00007f6879de1000    1024       4       4 rw---   [ anon ]
00007f6879de1000       0       0       0 rw---   [ anon ]
00007f6879ee1000       4       0       0 -----   [ anon ]
00007f6879ee1000       0       0       0 -----   [ anon ]
00007f6879ee2000    1024       4       4 rw---   [ anon ]
00007f6879ee2000       0       0       0 rw---   [ anon ]
00007f6879fe2000       4       0       0 -----   [ anon ]
00007f6879fe2000       0       0       0 -----   [ anon ]
00007f6879fe3000    1024       4       4 rw---   [ anon ]
