701568 283
122202 97
129759 97
130246 97
138113 97
137796 97
122017 98
130174 97
133979 97
145750 97
130145 98
114007 97
129995 98
129810 97
134218 97
129701 97
134109 97
134244 97
129411 98
138301 97
130168 98
113872 97
130174 97
129830 98
113903 97
129923 97
113887 97
129931 98
113952 97
130244 97
153705 98
114075 98
129905 97
130360 97
130055 97
133816 97
130153 97
129817 97
129984 97
134295 97
129862 97
129734 97
130205 97
113941 98
134116 97
129660 97
134162 97
130089 97
113849 97
129753 97
133987 97
114072 97
129812 97
134158 97
130036 97
113715 98
134058 97
129962 97
129916 97
129996 97
114394 97
114018 97
113455 97
129998 97
129685 97
130308 98
113841 97
134040 97
113718 97
129585 98
130390 97
113919 97
129910 98
130095 97
130034 97
129795 97
130132 97
129719 97
114125 97
113972 98
114011 97
133983 97
113784 97
129913 97
129694 97
114277 97
130085 97
114011 97
134168 97
133854 97
129610 97
130003 97
130294 97
129879 97
129883 97
129995 97
113791 97
129849 97
130194 97
129544 97
134301 98
129953 97
113865 98
130074 97
114045 97
129876 97
130181 97
129985 97
133714 97
130227 98
129741 98
134214 97
129502 98
130347 97
113804 98
113977 97
114037 97
113947 97
129858 98
130272 98
129750 97
114253 98
113890 97
129512 97
130487 97
129654 97
134068 97
129775 98
134207 97
133872 97
133926 97
130064 97
129804 97
114016 97
130155 97
129621 97
114045 97
134002 97
114524 98
129277 97
129990 97
129789 98
130242 97
129828 97
129750 97
130181 97
130033 98
129950 97
114006 98
130215 97
129895 97
130155 97
113645 97
130440 97
129431 97
130205 97
134278 98
129741 98
130162 97
129697 97
129945 97
133989 97
114084 98
113891 98
129993 97
129664 97
134083 97
113921 97
130108 97
129706 98
130306 97
129674 97
130393 97
129965 97
129792 97
113977 97
129716 97
114177 98
130047 97
113966 97
134094 97
133801 97
133950 97
130022 97
133789 97
134097 97
133970 97
129610 97
129952 97
129979 98
129621 97
130303 97
129841 98
133724 98
133983 98
134243 98
129743 98
129998 97
129990 97
130175 98
130050 97
129859 97
113862 97
114001 97
114398 97
129478 98
129991 97
129999 97
129851 98
130329 97
129654 98
129973 97
130327 97
129641 97
134299 97
129642 97
130264 97
129630 97
114038 97
129712 97
114261 97
133852 97
129821 97
130082 97
134041 97
129876 97
129949 97
130070 97
129608 97
129996 97
114149 97
134188 97
129714 97
113989 97
129859 98
130056 97
129837 98
130423 98
129876 97
129609 98
130278 98
130079 97
129869 98
114051 98
113780 97
130149 97
129902 97
129867 97
129985 97
130000 97
114025 98
130327 97
113640 98
129758 98
138107 97
129884 97
134108 97
113799 98
130069 97
129995 97
129538 97
130164 97
129958 97
134118 98
113810 98
130098 97
129807 97
114025 98
129825 98
134232 97
129774 98
130262 98
129956 97
129847 98
129882 98
114046 98
129974 97
113779 97
114082 97
134203 97
113643 97
134072 97
129887 97
130130 98
129592 98
130145 97
129898 98
130343 97
133964 97
129764 97
130106 97
133467 98
130267 97
134072 97
129888 97
130139 98
129759 98
130158 97
134028 98
129678 97
129953 97
129783 97
114223 97
129846 97
129912 97
114081 98
130093 97
133768 97
113909 97
129938 97
134184 97
129676 97
114061 98
113883 97
129845 98
130016 97
114073 97
130152 97
130062 97
113890 98
129654 98
134072 97
130053 97
130122 97
130001 97
129795 97
129743 97
130429 98
129848 97
133802 98
114189 98
129772 98
114081 98
133828 97
114000 97
130212 98
129679 97
114640 98
129082 97
130040 97
114157 97
129822 98
130313 98
130069 97
129928 97
129773 97
130136 97
130048 97
129645 98
129817 97
130170 97
130047 98
113896 97
113914 97
133881 98
130222 97
129996 97
129794 98
130150 97
129745 98
113868 98
129598 98
114374 97
130079 97
129739 98
130029 97
130162 97
113917 97
129839 98
130035 98
130029 97
129756 98
133989 97
114327 97
130018 97
129760 97
133741 98
130179 97
113946 97
114023 98
129898 97
130185 97
129522 97
134142 97
129773 98
114218 98
129992 98
133664 97
134252 97
129858 98
130166 97
113768 98
130091 97
129905 98
129954 98
133949 98
129873 97
114069 97
129791 97
130161 98
129637 97
130042 97
129951 98
129842 97
130228 98
129908 97
133789 98
134151 97
130072 98
129670 98
114205 98
129985 97
129888 98
129950 97
113926 97
130086 97
129757 98
129968 97
130189 97
113903 97
129668 97
114062 97
113848 98
133744 98
114608 98
129440 98
129968 97
134061 97
129674 98
130126 98
129971 97
129547 97
130144 97
134274 97
129636 97
129881 97
114076 98
137918 97
130155 97
129877 98
129653 97
134335 97
113867 97
137645 97
130318 98
113876 97
129592 98
130108 97
130298 97
114222 98
129575 97
129913 98
114471 97
129283 97
130071 98
130291 98
129641 98
130045 98
114309 97
113972 98
134048 97
133968 97
133604 97
134127 97
129743 97
130391 97
129772 97
113950 98
129888 97
114050 98
113951 97
113989 97
114057 97
113883 97
130104 97
129852 97
129995 97
129590 98
130311 98
129828 97
114031 97
113946 98
129920 98
130039 97
113799 97
130133 97
113875 97
130144 97
133618 98
130039 97
113990 97
130010 98
134096 97
129619 98
130340 97
129551 98
114223 97
130007 97
129898 98
130174 98
