MemTotal:         114800 kB
MemFree:           15468 kB
MemAvailable:      65560 kB
Buffers:             892 kB
Cached:            52164 kB
SwapCached:            0 kB
Active:            59756 kB
Inactive:          25728 kB
Active(anon):      32592 kB
Inactive(anon):       32 kB
Active(file):      27164 kB
Inactive(file):    25696 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         32464 kB
Mapped:            21720 kB
Shmem:               196 kB
Slab:               9204 kB
SReclaimable:       2476 kB
SUnreclaim:         6728 kB
KernelStack:        1344 kB
PageTables:          392 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:       57400 kB
Committed_AS:     538156 kB
VmallocTotal:   34359738367 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
AnonHugePages:         0 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
DirectMap4k:       14336 kB
DirectMap2M:      116736 kB
DirectMap1G:           0 kB
